id,title,author,publisher,published_date,description,categories,language,page_count,average_rating,ratings_count,thumbnail,source,detail_link,year,metadata_completeness
,Die Nacht der Erfüllung: Erzählungen (German),Rabindranath Tagore,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32763,,incomplete
,Die Innerste: Erzählung (German),Wilhelm Raabe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/50445,,incomplete
,"Sämmtliche Werke 6: Arabesken, Prosaschriften, Rom (German)",Nikolai Vasilevich Gogol,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/55881,,incomplete
,"Deutsche Humoristen, 6. Band (von 8) (German)","Ludwig Thoma, E. T. A. Hoffmann, Adolph Bayersdorfer, Bettina von Arnim, Henry F. Urban, and Friedrich Theodor Fischer",,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/50681,,incomplete
,Reise durch den Stillen Ozean (German),Max Buchner,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48488,,incomplete
,A. von Menzel (German),H. Knackfuss,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53504,,incomplete
,"Voyage musical en Allemagne et en Italie, I (French)",Hector Berlioz,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33539,,incomplete
,Turandot: The Chinese Sphinx,Friedrich Schiller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/26553,,incomplete
,Semper der Jüngling (German),Otto Ernst Schmidt,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/28083,,incomplete
,The oriental story book : a collection of tales,Wilhelm Hauff,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/24593,,incomplete
,"New-Yorker Staats-Zeitung, 16. Oktober 1915 (German)",Unknown,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22628,,incomplete
,Fremde Straßen (German),Peter Rosegger,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/54597,,incomplete
,Anthroposophie im Umriss (German),Robert Zimmermann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53962,,incomplete
,Oberheudorfer Buben- und Mädelgeschichten: Sechszehn heitere Erzählungen (German),Josephine Siebe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/47734,,incomplete
,Der Mörder: Eine Novelle (German),Arthur Schnitzler,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/25204,,incomplete
,The Complete Short Works of Georg Ebers,Georg Ebers,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/5592,,incomplete
,In Paradise: A Novel. Vol. II,Paul Heyse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33705,,incomplete
,Demetrius: A Play,Friedrich Schiller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6790,,incomplete
,"Tales From the ""Phantasus,"" etc. of Ludwig Tieck",Ludwig Tieck,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/38838,,incomplete
,Fledermäuse: Sieben Geschichten (German),Gustav Meyrink,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32014,,incomplete
,Holbein,S. L. Bensusan,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/43410,,incomplete
,Debit and Credit,Gustav Freytag,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/19754,,incomplete
,"Tales of the Caravan, Inn, and Palace",Wilhelm Hauff,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32109,,incomplete
,Wissenschaft der Logik  Band 2 (German),Georg Wilhelm Friedrich Hegel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6834,,incomplete
,Segen der Erde: Roman (German),Knut Hamsun,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/66326,,incomplete
,Erinnerungen eines alten Leipzigers : Humoristische Chronika aus Leipzigs jüngerer Vergangenheit (German),Adolf Lippold,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/73479,,incomplete
,Jeremias: Eine dramatische Dichtung in neun Bildern (German),Stefan Zweig,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/40564,,incomplete
,1812: Historische roman (Dutch),Ludwig Rellstab,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48216,,incomplete
,Egotism in German Philosophy,George Santayana,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48431,,incomplete
,"Gockel, Hinkel und Gackeleia (German)",Clemens Brentano,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/4501,,incomplete
,The Poems of Schiller  First period,Friedrich Schiller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6794,,incomplete
,Die Letzten (German),Rainer Maria Rilke,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/31199,,incomplete
,Dantons Tod (German),Georg Büchner,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/5072,,incomplete
,500 Schwänke (German),Roda Roda,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/70945,,incomplete
,Die Räuberbande (German),Leonhard Frank,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/30281,,incomplete
,Aus Trotzkopf's Ehe (German),Else Wildhagen,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/39350,,incomplete
,Gaudeamus! Humorous Poems,Joseph Victor von Scheffel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35848,,incomplete
,"""Semmering 1912"" (German)",Peter Altenberg,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/55770,,incomplete
,Bouvard und Pécuchet: Roman aus dem Nachlass (German),Gustave Flaubert,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/63096,,incomplete
,Meine Lebens-Erinnerungen - Band 3 (German),Adam Oehlenschläger,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48559,,incomplete
,"Humoristische Erinnerungen aus meinem academischen Leben, Zweites Bändchen (German)",Theodor von Kobbe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53061,,incomplete
,Gesichte: Essays und andere Geschichten (German),Else Lasker-Schüler,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53239,,incomplete
,Ernst Koch's Gedichte (German),Ernst Koch,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/63086,,incomplete
,"Short story classics (Foreign), Vol. 3, German",,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/73630,,incomplete
,Durchs wilde Kurdistan (German),Karl May,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/76382,,incomplete
,Durch Wüste und Harem (German),Karl May,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29336,,incomplete
,Mein Leben und Streben (German),Karl May,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2779,,incomplete
,Mister Galgenstrick: und andere Humoresken (German),Karl Ettlinger,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/23243,,incomplete
,Germanernes Lærling (Danish),Karl Gjellerup,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41277,,incomplete
,Romantische Lieder (German),Hermann Hesse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/46135,,incomplete
,"Goethe und Werther: Briefe Goethe's, meistens aus seiner Jugendzeit (German)",Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48919,,incomplete
,Wagner : The Story of the Boy Who Wrote Little Plays,Thomas Tapper,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35128,,incomplete
,Stories by Foreign Authors: German  Volume 2,,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6022,,incomplete
,Through Night to Light: A Novel,Friedrich Spielhagen,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34598,,incomplete
,"The German Classics, v. 20",,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/31081,,incomplete
,Wahn und Ueberzeugung (German),F. Höhne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/51430,,incomplete
,Specimens of German Romance; Vol. II. Master Flea,E. T. A. Hoffmann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32223,,incomplete
,Du Schwert an meiner Linken : Ein Roman aus der deutschen Armee (German),Rudolph Stratz,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/76032,,incomplete
,Der Nachsommer (German),Adalbert Stifter,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/8126,,incomplete
,Feierabende: Lustige und finstere Geschichten (German),Peter Rosegger,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/60500,,incomplete
,"Klein Zaches, genannt Zinnober: Ein Märchen (German)",E. T. A. Hoffmann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/9200,,incomplete
,Der Amateursozialist: Roman (German),Bernard Shaw,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/47077,,incomplete
,The Dove in the Eagle's Nest,Charlotte M. Yonge,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/3139,,incomplete
,Die Schwestern: Drei Novellen (German),Jakob Wassermann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21535,,incomplete
,Romeo und Julia (German),William Shakespeare,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6996,,incomplete
,Gösta Berling: Erzählungen aus dem alten Wermland (German),Selma Lagerlöf,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/28751,,incomplete
,"Caspar Hauser; oder, Die Trägheit des Herzens, Roman (German)",Jakob Wassermann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/25721,,incomplete
,Der Mensch ist gut (German),Leonhard Frank,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35176,,incomplete
,Reise durch England und Schottland (German),Johanna Schopenhauer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/10823,,incomplete
,Jedermann: Das Spiel vom Sterben des reichen Mannes (German),Hugo von Hofmannsthal,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/28949,,incomplete
,Schach von Wuthenow (German),Theodor Fontane,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/36905,,incomplete
,Die Klerisei (German),N. S. Leskov,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53757,,incomplete
,"Anna Karenina, 2. Band (German)",graf Leo Tolstoy,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/44957,,incomplete
,Über die Schönheit häßlicher Bilder. Ein Vademecum für Romantiker unserer Zeit (German),Max Brod,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/37033,,incomplete
,Alte Nester: Zwei Bücher Lebensgeschichten (German),Wilhelm Raabe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/47268,,incomplete
,Rosshalde (German),Hermann Hesse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/64466,,incomplete
,Pedagogics as a System,Karl Rosenkranz,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/30661,,incomplete
,"Aus Mitleid : die gekaufte Stimme, des Kaisers Fünf usw. Neue Novellen und Skizzen (German)",Baron von Alexander Roberts,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/75008,,incomplete
,Aslauga's Knight,Freiherr de Friedrich Heinrich Karl La Motte-Fouqué,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2827,,incomplete
,Von morgens bis mitternachts (German),Georg Kaiser,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/60952,,incomplete
,Der Mord (German),Franz Kafka,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/30753,,incomplete
,Stories of the Nibelungen for Young People,,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35108,,incomplete
,Penthesilea (German),Heinrich von Kleist,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6648,,incomplete
,König Nußknacker und der arme Reinhold (German),Heinrich Hoffmann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32034,,incomplete
,Werther (French),Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/62368,,incomplete
,Die Chronik der Sperlingsgasse (German),Wilhelm Raabe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/46411,,incomplete
,Der kleine Ritter (Herr Wolodyjowski): Historischer Roman (German),Henryk Sienkiewicz,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/49928,,incomplete
,Wilhelm Meisters Wanderjahre  Band 2 (German),Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2410,,incomplete
,Götiska rummen: Släktöden från sekelslutet (Swedish),August Strindberg,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48060,,incomplete
,The Two Captains,Freiherr de Friedrich Heinrich Karl La Motte-Fouqué,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2826,,incomplete
,"Elsbeth von Küssaberg, das Gotteli von St. Agnesen (German)",Karl Friedrich Würtenberger,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/38930,,incomplete
,Gedichte und Sprüche in Auswahl (German),von der Vogelweide Walther,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35795,,incomplete
,Der Sagenkreis der Nibelungen (German),Georg Holz,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/68594,,incomplete
,Der Wanderer zwischen den Welten: Ein Kriegserlebnis (German),Walter Flex,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/52118,,incomplete
,Meine Lebens-Erinnerungen - Band 4 (German),Adam Oehlenschläger,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48569,,incomplete
,Das Tal der Lieder und andere Schilderungen (German),Hermann Löns,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/52352,,incomplete
,"Helon's Pilgrimage to Jerusalem, Volume 1 (of 2)",Friedrich Strauss,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/54867,,incomplete
,3½ Monate Fabrik-Arbeiterin (German),Minna Wettstein-Adelt,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/66573,,incomplete
,Bergrichters Erdenwallen (German),Arthur Achleitner,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/14225,,incomplete
,Erdsegen: Vertrauliche Sonntagsbriefe eines Bauernknechtes. (German),Peter Rosegger,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/57076,,incomplete
,Das Leben und die Meinungen von Herrn Tristram Shandy (German),Laurence Sterne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/76593,,incomplete
,Holbein der jüngere (German),H. Knackfuss,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/62389,,incomplete
,Mein Weg als Deutscher und Jude (German),Jakob Wassermann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/17413,,incomplete
,Saksanmaa : Talvinen tarina (Finnish),Heinrich Heine,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/71963,,incomplete
,Wilhelm Meisters Wanderjahre  Band 1 (German),Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2409,,incomplete
,Gänsemütterchens Märchen (German),Charles Perrault,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/42900,,incomplete
,The Poems of Schiller  Suppressed poems,Friedrich Schiller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6797,,incomplete
,Captivity and Escape,Jean Martin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/49347,,incomplete
,Abhandlungen über die Fabel (German),Gotthold Ephraim Lessing,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/9950,,incomplete
,Die Äbtissin von Castro (German),Stendhal,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/14330,,incomplete
,Miss Sara Sampson (German),Gotthold Ephraim Lessing,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/9157,,incomplete
,Sämtliche Werke 20 : Aus dem Dunkel der Großstadt : Acht Novellen (German),Fyodor Dostoyevsky,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/76662,,incomplete
,Das Leben der Renée von Catte : Roman (German),Elsa von Bonin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/76663,,incomplete
,Robert Blum: Ein Zeit- und Charakterbild für das deutsche Volk (German),Hans Blum,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/47659,,incomplete
,Der Schimmelreiter (German),Theodor Storm,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/74008,,incomplete
,Nachtgespräche (German),Auguste Hauschner,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/63440,,incomplete
,"Nicht der Mörder, der Ermordete ist schuldig: Eine Novelle (German)",Franz Werfel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/47939,,incomplete
,Seefahrt ist not! (German),Gorch Fock,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/51303,,incomplete
,The Footprints of the Jesuits,Richard W. Thompson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/61731,,incomplete
,Gesammelte Werke in drei Bänden (13) (German),Richard Dehmel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/62671,,incomplete
,Schillers Flucht von Stuttgart und Aufenthalt in Mannheim von 1782-1785 (German),Andreas Streicher,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/50234,,incomplete
,The Spy in Black,J. Storer Clouston,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33996,,incomplete
,Lichtenstein (German),Wilhelm Hauff,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6726,,incomplete
,Goethes Weltanschauung (German),Rudolf Steiner,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53569,,incomplete
,Wilhelm Meisters Lehrjahre  Band 5 (German),Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2339,,incomplete
,In Paradise: A Novel. Vol. I.,Paul Heyse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33704,,incomplete
,Der König Candaules: Drama in drei Akten (German),André Gide,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/38281,,incomplete
,Honor: A Play in Four Acts,Hermann Sudermann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34357,,incomplete
,Die andere Seite : Ein phantastischer Roman (German),Alfred Kubin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/75988,,incomplete
,Die Welträtsel: Gemeinverständliche Studien über Monistische Philosophie (German),Ernst Haeckel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/59547,,incomplete
,Meine Mission nach Abessinien (German),Gerhard Rohlfs,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/56392,,incomplete
,Das kleine Dummerle und andere Erzählungen zum Vorlesen im Familienkreise (German),Agnes Sapper,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/19733,,incomplete
,Faust: Dramatisch dichtstuk van Goethe deel 1 (Dutch),Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/67276,,incomplete
,Life in a German Crack Regiment,Graf von Wolf Ernst Hugo Emil Baudissin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/46755,,incomplete
,Märchen (Illustriert von Alfred Kubin) (German),H. C. Andersen,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/50965,,incomplete
,Die Buben der Frau Opterberg : Roman (German),Rudolf Herzog,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/73962,,incomplete
,Minna von Barnhelm (German),Gotthold Ephraim Lessing,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/9187,,incomplete
,Die Philosophie der Freiheit: Grundzüge einer modernen Weltanschauung (German),Rudolf Steiner,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53493,,incomplete
,Anselm Feuerbach : Eine Kunstgabe für das deutsche Volk (German),,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/72230,,incomplete
